55.39215686	2.376317924
51.36363636	2.405515004
49.56140351	2.454176805
45.56451613	2.483373885
44.140625	2.493106245
42.1641791	2.454176805
39.78873239	2.376317924
38.69863014	2.288726683
37.17105263	2.201135442
36.21794872	2.055150041
34.45121951	1.733982157
33.23529412	1.432278994
32.10227273	1.257096513
31.38888889	1.179237632
31.04395604	1.130575831
30.70652174	1.091646391
29.73684211	1.062449311
28.53535354	1.120843471
27.69607843	1.257096513
26.15740741	1.442011354
25.68181818	1.519870235
24.78070175	1.607461476
23.94067797	1.656123277
22.96747967	1.685320357
21.5648855	1.743714517
20.47101449	1.763179238
19.61805556	1.782643958
19.21768707	1.782643958
18.58552632	1.763179238
18.10897436	1.714517437
17.7672956	1.665855637
17.33128834	1.549067315
16.81547619	1.432278994
16.52046784	1.393349554
16.23563218	1.383617194
15.96045198	1.422546634
15.35326087	1.529602595
15.10695187	1.587996756
14.56185567	1.675587997
14.05472637	1.782643958
13.45238095	1.899432279
13.13953488	1.99675588
12.84090909	2.094079481
12.72522523	2.230332522
12.44493392	2.444444444
12.22943723	2.658556367
12.12446352	2.765612328
12.07264957	2.843471208
11.97033898	2.911597729
11.8697479	2.843471208
11.7219917	2.707218167
11.57786885	2.444444444
11.43724696	2.191403082
11.16600791	1.412814274
10.90733591	0.497972425
10.90733591	0.410381184
10.82375479	0.390916464
10.74144487	0.381184104
10.58052434	0.468775345
10.31021898	0.595296026
10.0177305	0.673154907
9.843205575	0.741281427
9.608843537	0.828872668
9.262295082	0.97485807
9.025559105	1.081914031
8.719135802	1.169505272
8.407738095	1.237631792
8.117816092	1.276561233
7.513297872	1.325223033
7.115869018	1.364152474
5.035650624	1.432278994
